CRASH DATE,hour,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3
10/25/2020,12,40.7897070,-73.9423400,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/25/2020,0,40.7870640,-73.9419400,1,0,0,0,Other Vehicular,Traffic Control Disregarded,Unspecified
10/25/2020,18,40.8142900,-73.9481800,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/25/2020,19,40.8213300,-73.9504850,2,0,1,0,Unspecified,,
10/25/2020,15,40.7195970,-73.9916900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/25/2020,0,40.7593080,-73.9653000,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,
10/25/2020,13,40.7591630,-73.9767500,0,0,0,0,Backing Unsafely,Unspecified,
10/25/2020,16,40.8027400,-73.9514100,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,
10/25/2020,22,40.7191800,-73.9902900,1,0,1,0,Unspecified,,
10/25/2020,14,40.8177720,-73.9608400,2,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified
10/25/2020,1,40.7178960,-74.0062800,1,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,Unspecified
10/26/2020,17,40.7481100,-74.0012400,0,0,0,0,Outside Car Distraction,Unspecified,
10/26/2020,13,40.7050900,-74.0164640,0,0,0,0,Unspecified,Unspecified,Unspecified
10/26/2020,10,40.8095360,-73.9456600,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,
10/26/2020,16,40.7967380,-73.9609800,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/26/2020,15,40.8076000,-73.9371900,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/26/2020,10,40.7191800,-73.9902900,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/26/2020,9,40.7684330,-73.9869600,0,0,0,0,Driver Inattention/Distraction,,
10/26/2020,9,40.7902530,-73.9456400,1,0,1,0,Failure to Yield Right-of-Way,,
10/26/2020,7,40.7082200,-74.0143900,1,0,0,0,Driver Inexperience,Unspecified,
10/26/2020,14,40.7728650,-73.9895500,0,0,0,0,Passing Too Closely,Unspecified,
10/26/2020,16,40.7236480,-73.9910300,0,0,0,0,Following Too Closely,Unspecified,
10/26/2020,12,40.8059000,-73.9451000,0,0,0,0,Passing Too Closely,Unspecified,
10/26/2020,21,40.7403260,-73.9731200,1,0,0,0,Unsafe Lane Changing,Unspecified,
10/26/2020,16,40.7595750,-73.9680300,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/26/2020,9,40.7497940,-73.9914900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/26/2020,0,40.8207700,-73.9545900,0,0,0,0,Unsafe Speed,Unspecified,Unspecified
10/26/2020,7,40.7482720,-73.9820800,0,0,0,0,Driverless/Runaway Vehicle,,
10/26/2020,21,40.8136060,-73.9486800,1,0,1,0,Failure to Yield Right-of-Way,,
10/26/2020,15,40.8127500,-73.9455800,0,0,0,0,Other Vehicular,Following Too Closely,
10/26/2020,13,40.7050900,-74.0164640,0,0,0,0,Unspecified,Unspecified,
10/26/2020,23,40.7129820,-74.0073100,1,0,0,0,Unspecified,,
10/26/2020,16,40.7338600,-73.9909700,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/26/2020,7,40.7658650,-73.9574200,0,0,0,0,Failure to Yield Right-of-Way,,
10/26/2020,11,40.7916600,-73.9646900,0,0,0,0,Unspecified,Unspecified,
10/27/2020,14,40.7350350,-73.9872360,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/27/2020,14,40.7899550,-73.9449600,0,0,0,0,Driver Inexperience,Unspecified,
10/27/2020,19,40.7169760,-73.9822900,0,0,0,0,Unspecified,,
10/27/2020,23,40.8644030,-73.9237750,0,0,0,0,Unspecified,,
10/27/2020,1,40.7850950,-73.9769100,3,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/27/2020,17,40.7742800,-73.9773800,1,0,0,0,Following Too Closely,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,
10/27/2020,15,40.7747040,-73.9882050,1,0,0,0,Other Vehicular,Other Vehicular,
10/27/2020,21,40.7836300,-73.9435300,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/27/2020,19,40.7510800,-73.9868600,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Traffic Control Disregarded,
10/27/2020,17,,,0,0,0,0,Following Too Closely,Unspecified,Unspecified
10/27/2020,12,40.7095030,-74.0016700,1,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/27/2020,20,40.7652400,-73.9578800,0,0,0,0,,,
10/27/2020,18,40.8209230,-73.9414400,4,0,0,0,Alcohol Involvement,Unspecified,
10/27/2020,9,40.7043380,-74.0092500,0,0,0,0,Unspecified,Unspecified,
10/27/2020,21,40.8070830,-73.9438860,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/27/2020,20,40.7280770,-73.9820800,0,0,0,0,Unspecified,Unspecified,
10/27/2020,16,40.8107640,-73.9526000,2,0,0,0,Unspecified,Unspecified,
10/27/2020,11,40.7993130,-73.9330140,0,0,0,0,Passing Too Closely,Unspecified,
10/27/2020,13,40.8657950,-73.9200060,1,0,1,0,Failure to Yield Right-of-Way,,
10/27/2020,16,40.7731550,-73.9567640,1,0,0,0,Unspecified,Unspecified,
10/27/2020,9,40.7995530,-73.9537050,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/27/2020,20,40.8166000,-73.9427640,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/27/2020,19,40.7909400,-73.9472350,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/27/2020,9,40.7339800,-73.9866900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/27/2020,9,40.7466600,-73.9900740,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/27/2020,19,40.8271030,-73.9499700,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/27/2020,15,40.7872240,-73.9541700,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/27/2020,11,40.8056680,-73.9364800,1,0,0,0,Brakes Defective,Unspecified,Unspecified
10/28/2020,6,,,0,0,0,0,Unspecified,,
10/28/2020,22,40.7254300,-73.9967800,1,0,1,0,,,
10/28/2020,9,40.7525980,-73.9670200,1,0,1,0,Driver Inattention/Distraction,,
10/28/2020,12,40.7605060,-73.9757500,1,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/28/2020,15,40.8209200,-73.9433300,0,0,0,0,Other Vehicular,Unspecified,
10/28/2020,1,40.8461530,-73.9323350,1,0,0,0,Driver Inexperience,Unspecified,
10/28/2020,14,40.7424800,-73.9976000,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/28/2020,11,40.7551160,-74.0024800,0,0,0,0,Unspecified,,
10/28/2020,8,40.8031270,-73.9362500,0,0,0,0,Passing Too Closely,Unspecified,
10/28/2020,12,40.7648400,-73.9805400,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/28/2020,22,40.8056370,-73.9344000,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/28/2020,8,40.8061330,-73.9615550,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/28/2020,20,40.7408800,-73.9900740,0,0,0,0,Following Too Closely,Unspecified,
10/28/2020,0,40.7545700,-73.9716900,1,0,0,0,Driver Inattention/Distraction,Driver Inexperience,
10/28/2020,6,40.7403950,-73.9790900,0,0,0,0,Unspecified,Unspecified,
10/28/2020,15,40.8000000,-73.9511700,1,0,0,0,Following Too Closely,Unspecified,
10/28/2020,12,40.7586630,-73.9597240,1,0,1,0,Failure to Yield Right-of-Way,,
10/28/2020,15,40.7896840,-73.9481500,0,0,0,0,Following Too Closely,Unspecified,
10/28/2020,10,40.7607700,-73.9872300,0,0,0,0,Unspecified,,
10/28/2020,7,40.7113700,-74.0086200,1,0,1,0,Driver Inattention/Distraction,,
10/28/2020,23,40.7526630,-73.9814760,1,0,0,0,Unsafe Lane Changing,Unspecified,
10/28/2020,7,40.7727050,-73.9494860,2,0,0,0,Unsafe Speed,Unspecified,
10/28/2020,14,40.7308160,-73.9874000,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/28/2020,13,40.8215450,-73.9545000,0,0,0,0,Unspecified,,
10/28/2020,17,40.7463900,-73.9776460,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/28/2020,7,40.7460370,-73.9905240,0,0,0,0,Unsafe Lane Changing,,
10/28/2020,11,40.7514460,-74.0014340,0,0,0,0,Unsafe Lane Changing,Unspecified,
10/28/2020,17,40.7626040,-73.9784700,2,0,0,0,Unsafe Lane Changing,Unspecified,
10/28/2020,6,40.7180180,-73.9999600,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/29/2020,11,40.7397600,-73.9814100,0,0,0,0,Following Too Closely,Unspecified,
10/29/2020,21,40.7474900,-73.9739200,0,0,0,0,Passing Too Closely,Unspecified,
10/29/2020,13,40.8568700,-73.9347700,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/29/2020,17,40.7615000,-73.9978260,0,0,0,0,Unspecified,Unspecified,
10/29/2020,8,40.8061560,-73.9416700,0,0,0,0,Turning Improperly,Passing or Lane Usage Improper,
10/29/2020,15,,,0,0,0,0,Drugs (illegal),Failure to Yield Right-of-Way,
10/29/2020,13,40.7982520,-73.9524900,1,0,1,0,Failure to Yield Right-of-Way,,
10/29/2020,17,40.7754900,-73.9821800,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/29/2020,19,40.7470970,-73.9834500,1,0,1,0,Traffic Control Disregarded,,
10/29/2020,22,40.8034360,-73.9523600,1,0,1,0,Failure to Yield Right-of-Way,,
10/29/2020,12,40.7703170,-73.9876800,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/29/2020,21,40.7463900,-73.9776460,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/29/2020,1,40.7643470,-73.9793850,0,0,0,0,Unspecified,,
10/29/2020,21,40.7378650,-74.0001900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/29/2020,15,40.7710650,-73.9596500,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/29/2020,18,40.7589760,-73.9939400,1,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,
10/29/2020,17,40.7255060,-74.0099900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/29/2020,11,40.8256720,-73.9368740,1,0,0,0,Pavement Slippery,Unspecified,
10/29/2020,17,40.7336300,-73.9869300,1,0,0,0,Unspecified,Unspecified,
10/29/2020,0,40.7207070,-73.9813160,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/29/2020,21,40.7634850,-73.9889500,1,0,0,0,Passenger Distraction,Unspecified,
10/29/2020,8,40.7493020,-73.9769000,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/29/2020,12,40.8141020,-73.9408650,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/29/2020,11,,,0,0,0,0,Unspecified,,
10/29/2020,20,40.7643200,-73.9772000,0,0,0,0,Obstruction/Debris,,
10/29/2020,23,40.7496700,-73.9953100,1,0,1,0,Unspecified,,
10/29/2020,9,40.8011550,-73.9596560,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,
10/29/2020,12,40.7707670,-73.9589200,0,0,0,0,Fell Asleep,Unspecified,
10/29/2020,17,40.7180370,-74.0089400,1,0,1,0,,,
10/29/2020,13,40.7903940,-73.9455260,0,0,0,0,Passing Too Closely,Unspecified,
10/29/2020,7,40.7369080,-73.9807000,0,0,0,0,Backing Unsafely,Unspecified,Unspecified
10/30/2020,14,40.7071000,-74.0092500,0,0,0,0,Unspecified,Unspecified,
10/30/2020,15,40.7661670,-73.9542540,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/30/2020,21,40.7199700,-73.9929050,0,0,0,0,Passing Too Closely,Unspecified,
10/30/2020,19,40.8375850,-73.9454960,0,0,0,0,Passing Too Closely,Unspecified,
10/30/2020,8,40.7713900,-73.9504400,1,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified
10/30/2020,14,40.7779730,-73.9821600,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/30/2020,1,40.7520200,-74.0047300,0,0,0,0,View Obstructed/Limited,Lane Marking Improper/Inadequate,
10/30/2020,23,40.7763180,-73.9621350,1,0,0,0,Unsafe Speed,Unspecified,
10/30/2020,17,40.7489200,-73.9779000,0,0,0,0,Turning Improperly,Unspecified,
10/30/2020,12,40.7880550,-73.9443300,1,0,1,0,Driver Inattention/Distraction,,
10/30/2020,8,40.8046760,-73.9322300,0,0,0,0,Other Electronic Device,Unspecified,
10/30/2020,19,40.7724150,-73.9787400,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
10/30/2020,9,40.7927250,-73.9732060,0,0,0,0,Unspecified,,
10/30/2020,13,40.7855070,-73.9500660,0,0,0,0,Backing Unsafely,Unspecified,
10/30/2020,1,40.7171860,-74.0129000,5,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/30/2020,15,40.7123570,-74.0009000,0,0,0,0,Unspecified,Unspecified,
10/30/2020,19,40.7906150,-73.9798700,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/30/2020,18,40.7156330,-73.9985000,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/30/2020,13,40.8246500,-73.9462300,0,0,0,0,Unspecified,Unspecified,
10/30/2020,13,40.7453840,-73.9947100,1,0,1,0,Failure to Yield Right-of-Way,,
10/30/2020,8,40.7610930,-73.9832700,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/30/2020,19,40.8296470,-73.9443900,1,0,0,0,Unspecified,Unspecified,
10/30/2020,9,40.7515370,-73.9840850,0,0,0,0,Other Vehicular,Following Too Closely,
10/30/2020,19,40.7495900,-74.0027900,1,0,1,0,Driver Inattention/Distraction,,
10/30/2020,9,40.7221200,-73.9888840,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/30/2020,2,40.7317660,-73.9882900,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/30/2020,15,40.7171860,-74.0129000,1,0,0,0,Following Too Closely,Unspecified,
10/30/2020,8,40.7947350,-73.9698800,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,
10/30/2020,17,40.7115940,-73.9897900,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
10/30/2020,14,40.7517000,-73.9864040,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,
10/30/2020,2,40.7656750,-73.9762400,0,0,0,0,Unspecified,Unspecified,
10/30/2020,13,40.7827380,-73.9795100,0,0,0,0,Passing Too Closely,,
10/30/2020,5,40.8636900,-73.9170700,0,0,0,0,Other Vehicular,Unspecified,
10/30/2020,18,40.8137600,-73.9459800,1,0,1,0,Animals Action,,
10/30/2020,20,40.7452000,-73.9885200,0,0,0,0,Unspecified,,
10/30/2020,12,40.7341500,-74.0036900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/30/2020,9,40.7678600,-73.9640800,0,0,0,0,Oversized Vehicle,Unspecified,
10/30/2020,18,,,1,0,1,0,Unspecified,,
10/30/2020,19,40.8644030,-73.9237750,1,0,0,0,Unspecified,,
10/30/2020,0,40.7530200,-73.9719100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/30/2020,20,40.7727050,-73.9494860,1,0,1,0,Unspecified,,
10/30/2020,9,40.7872240,-73.9541700,0,0,0,0,Backing Unsafely,Unspecified,Unspecified
10/30/2020,13,40.7781370,-73.9544900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/30/2020,14,40.7203200,-73.9940400,0,0,0,0,Following Too Closely,Unspecified,
10/30/2020,15,40.7723400,-73.9526900,1,0,1,0,Driver Inattention/Distraction,,
10/30/2020,11,40.7191100,-73.9900300,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,
10/30/2020,17,40.8467250,-73.9356300,1,0,1,0,Driver Inattention/Distraction,,
10/30/2020,8,40.8074000,-73.9366900,0,0,0,0,Unspecified,Unspecified,
10/31/2020,22,40.7696380,-73.9919000,0,0,0,0,Following Too Closely,Unspecified,
10/31/2020,7,40.7343370,-74.0023960,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/31/2020,13,40.7415540,-73.9782500,1,0,1,0,Unspecified,,
10/31/2020,16,40.7595520,-73.9743500,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/31/2020,19,40.7198400,-73.9832400,0,0,0,0,Other Vehicular,,
10/31/2020,22,40.7472400,-73.9854300,0,0,0,0,Reaction to Uninvolved Vehicle,Driver Inattention/Distraction,
10/31/2020,14,40.7330320,-73.9844500,1,0,1,0,,,
10/31/2020,15,40.8041150,-73.9368000,0,0,0,0,Unspecified,Unspecified,
10/31/2020,12,40.7263900,-73.9918000,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,
10/31/2020,2,40.7230220,-73.9988200,2,0,0,0,Following Too Closely,Unspecified,
10/31/2020,17,40.8006860,-73.9525150,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/31/2020,8,40.7667730,-73.9948100,0,0,0,0,Backing Unsafely,Unspecified,
10/31/2020,18,40.7587550,-73.9787000,0,0,0,0,Unspecified,Unspecified,
10/31/2020,3,40.8332800,-73.9391600,2,0,0,0,Turning Improperly,Driver Inattention/Distraction,
10/31/2020,16,40.8130760,-73.9416050,0,0,0,0,Other Vehicular,Other Vehicular,
10/31/2020,12,40.7618560,-73.9634300,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,
10/31/2020,20,40.7200740,-73.9883650,0,0,0,0,Unspecified,,
10/31/2020,17,40.7385520,-73.9996900,0,0,0,0,Passing Too Closely,Passing Too Closely,
10/31/2020,13,40.7504270,-73.9831100,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
10/31/2020,19,40.7460370,-73.9905240,1,0,1,0,Failure to Yield Right-of-Way,,
10/31/2020,11,40.8498400,-73.9349750,1,0,0,0,Traffic Control Disregarded,Unspecified,
10/31/2020,2,40.8450430,-73.9416400,0,0,0,0,Driver Inattention/Distraction,Unspecified,
10/31/2020,11,40.7916200,-73.9488500,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/31/2020,16,40.8651050,-73.9184600,1,0,0,0,Driver Inattention/Distraction,Unspecified,
10/31/2020,15,40.8456840,-73.9331500,0,0,0,0,Other Vehicular,,
11/1/2020,14,40.7377660,-73.9737000,0,0,0,0,Unsafe Speed,,
11/1/2020,21,40.7349740,-73.9798700,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified
11/1/2020,3,40.7229300,-73.9886500,3,0,0,0,Failure to Yield Right-of-Way,Unspecified,
11/1/2020,14,40.7805600,-73.9802200,1,0,0,0,View Obstructed/Limited,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,
11/1/2020,7,40.7203200,-73.9940400,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/1/2020,1,40.8048860,-73.9624800,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/1/2020,11,40.7391740,-73.9934200,1,0,0,0,Driver Inattention/Distraction,Unspecified,
11/1/2020,2,40.8141020,-73.9408650,1,0,0,0,Alcohol Involvement,Unspecified,
11/1/2020,20,40.7327580,-73.9900360,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/1/2020,9,40.7736550,-73.9517300,0,0,0,0,Brakes Defective,Unspecified,
11/1/2020,14,40.7837750,-73.9587800,0,0,0,0,Unspecified,,
11/1/2020,15,40.8367160,-73.9453900,0,0,0,0,Backing Unsafely,Unspecified,
11/1/2020,12,40.8131260,-73.9531300,0,0,0,0,Unspecified,Unspecified,
11/1/2020,16,40.7849430,-73.9465940,0,1,0,0,Driver Inattention/Distraction,Unspecified,
11/1/2020,23,40.7618640,-73.9754100,1,0,1,0,Failure to Yield Right-of-Way,,
11/1/2020,11,40.8009870,-73.9513000,0,0,0,0,Unspecified,,
11/1/2020,3,40.8466220,-73.9373200,2,0,0,0,Traffic Control Disregarded,Unspecified,
11/1/2020,19,40.8259300,-73.9513400,0,0,0,0,Unsafe Speed,Unspecified,
11/1/2020,12,40.7614020,-73.9762300,1,0,1,0,Unspecified,,
11/1/2020,14,40.8464660,-73.9383850,0,0,0,0,Passing Too Closely,Unspecified,
11/1/2020,13,40.7268640,-73.9799100,0,0,0,0,Unspecified,Unspecified,
11/1/2020,9,40.7684860,-73.9636200,1,0,1,0,Driver Inattention/Distraction,,
11/1/2020,16,40.7304080,-73.9893000,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,
11/1/2020,15,40.7206230,-73.9949800,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/1/2020,10,40.8568080,-73.9282700,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/1/2020,14,40.7150340,-73.9968100,0,0,0,0,Unsafe Lane Changing,Unspecified,
11/1/2020,19,40.8100620,-73.9549700,0,0,0,0,Unspecified,,
11/1/2020,11,40.8061260,-73.9466860,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/1/2020,19,40.8082240,-73.9367300,0,0,0,0,Unspecified,Unspecified,
11/1/2020,2,40.8010900,-73.9515500,1,0,1,0,Driver Inattention/Distraction,,
11/1/2020,13,40.7210600,-73.9982100,0,0,0,0,Following Too Closely,Unspecified,
11/1/2020,12,40.8611900,-73.9258300,0,0,0,0,Aggressive Driving/Road Rage,,
11/1/2020,13,40.8022270,-73.9403000,0,0,0,0,Unspecified,,
11/2/2020,14,40.7230220,-73.9988200,0,0,0,0,Unspecified,Unspecified,
11/2/2020,12,40.7239950,-73.9936300,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/2/2020,14,40.8384250,-73.9416960,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
11/2/2020,19,40.7524530,-73.9881740,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified
11/2/2020,17,40.8062900,-73.9577300,0,0,0,0,View Obstructed/Limited,Unspecified,
11/2/2020,20,40.7354100,-73.9751500,0,0,0,0,Following Too Closely,Unspecified,
11/2/2020,17,40.7058900,-74.0071900,0,0,0,0,Unspecified,,
11/2/2020,12,40.7297250,-73.9808650,1,0,0,0,Driver Inattention/Distraction,Following Too Closely,
11/2/2020,10,40.7539060,-73.9935700,0,0,0,0,Unspecified,,
11/2/2020,17,40.7391320,-73.9779900,1,0,0,0,Following Too Closely,Unspecified,
11/2/2020,8,40.7596240,-73.9954800,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/2/2020,9,40.7537270,-73.9716500,1,0,1,0,Unspecified,,
11/2/2020,15,40.7573600,-73.9879800,0,0,0,0,Unspecified,Unspecified,
11/2/2020,14,40.7713930,-73.9821600,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,
11/2/2020,13,40.7493100,-73.9787900,1,0,0,0,Obstruction/Debris,,
11/2/2020,11,40.7190480,-73.9964800,1,0,0,0,Driver Inattention/Distraction,Turning Improperly,
11/2/2020,9,,,0,0,0,0,Unspecified,Unspecified,
11/2/2020,21,40.7176600,-73.9994900,0,0,0,0,Unspecified,,
11/2/2020,16,40.7223850,-74.0037800,0,0,0,0,Driver Inattention/Distraction,,
11/2/2020,21,40.7603300,-73.9846800,0,0,0,0,Following Too Closely,Unspecified,
11/2/2020,14,,,1,0,0,0,Unspecified,Unspecified,
11/2/2020,13,40.7244600,-74.0065800,0,0,0,0,Passing Too Closely,Unspecified,
11/2/2020,17,40.7608000,-73.9909000,1,0,1,0,Unspecified,,
11/2/2020,1,40.7934400,-73.9470600,0,0,0,0,Unspecified,Unspecified,
11/2/2020,1,40.8461530,-73.9323350,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/2/2020,22,40.7097320,-74.0047400,0,0,0,0,Unspecified,,
11/2/2020,14,40.7785500,-73.9512560,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
11/2/2020,13,40.7369420,-73.9862700,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/2/2020,12,,,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/2/2020,13,40.8290820,-73.9410860,0,0,0,0,Backing Unsafely,Unspecified,
11/2/2020,6,40.7125800,-74.0097900,2,0,0,0,Backing Unsafely,Unspecified,Unspecified
11/2/2020,12,40.7983440,-73.9388350,0,0,0,0,Passing Too Closely,Unspecified,
11/3/2020,13,40.7259800,-73.9946060,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/3/2020,9,40.7592960,-73.9770360,0,0,0,0,Unspecified,Unspecified,
11/3/2020,6,40.8038940,-73.9520400,1,0,0,0,Unsafe Lane Changing,Unspecified,
11/3/2020,16,40.7711030,-73.9638300,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
11/3/2020,10,40.7441800,-73.9784200,0,0,0,0,Backing Unsafely,Unspecified,
11/3/2020,14,40.8461530,-73.9323350,0,0,0,0,Driver Inattention/Distraction,Unspecified,
11/3/2020,19,40.8523330,-73.9387740,0,0,0,0,Driver Inattention/Distraction,,
11/3/2020,6,40.7476270,-73.9767460,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
